Track,Album_Name,Artist,Release_Date,All_Time_Spotify_Rank,Track_Score,Spotify_Streams,Spotify_Popularity,YouTube_Views,YouTube_Likes,Explicit_Track_Ratings,Shazam_Counts
Arcade,Arcade,Duncan Laurence,3/7/2019,"1,029",47.4,"1,184,536,529",69.0,"439,603,979","6,566,306",0,"11,835,805"
Ya Te Olvide,Ya Te Olvide,Natanael Cano,5/15/2024,"1,032",47.4,"38,139,811",79.0,"19,437,867","412,418",0,"114,816"
How Deep Is Your Love,How Deep Is Your Love,Calvin Harris,7/17/2015,"1,026",47.4,"1,156,342,373",78.0,"1,961,319,809","8,520,003",0,"14,394,209"
BUTTERFLY EFFECT,EPIC AF,Travis Scott,1/1/2017,"1,028",47.4,"1,388,024,799",79.0,"583,707,677","4,328,247",0,"3,356,112"
Let You Down,Let You Down,NF,9/15/2017,"1,034",47.2,"1,472,430,869",73.0,"668,707,222","7,011,620",0,"8,887,316"
Bad Memories (feat. Elley Duhï¿½ï¿½ & FAST ,Bad Memories (feat. Elley Duhï¿½ï¿½ & FAST ,MEDUZA,7/22/2022,"1,035",47.2,"460,973,352",69.0,"21,938,855","220,610",0,"3,373,945"
Yo Perreo Sola,YHLQMDLG,Bad Bunny,2/29/2020,"1,036",47.1,"745,086,450",67.0,"818,482,247","8,068,018",0,"1,822,325"
ETA,NewJeans 2nd EP 'Get Up',NewJeans,7/21/2023,"1,038",47.1,"234,215,735",74.0,"189,170,317","1,734,442",0,"248,138"
Jordan,Jordan,Ryan Castro,4/30/2021,"1,037",47.1,"535,847,791",73.0,"602,969,531","3,455,570",0,"1,079,602"
Be Alright,Be Alright,Dean Lewis,6/29/2018,"1,042",47.0,"1,749,353,402",72.0,"244,698,483","2,156,754",1,"12,744,176"
Jalebi Baby,Jalebi Baby,Tesher,11/13/2020,"1,041",47.0,"164,137,928",58.0,"569,438,267","9,098,356",0,"6,489,242"
Endless Summer,Endless Summer,Alan Walker,7/13/2023,"1,040",47.0,"28,340,672",55.0,"6,667,293","144,046",1,"150,561"
Belly Dancer,Belly Dancer,Imanbek,2/18/2022,"1,047",46.9,"547,114,702",75.0,"152,539,885","1,025,216",0,"3,826,486"
Who Told You (feat. Drake),Who Told You (feat. Drake) - Single,J Hus,6/8/2023,"1,046",46.9,"142,574,143",62.0,"16,368,063","168,658",1,"845,300"
NIGHT DANCER,NIGHT DANCER - Single,imase,8/19/2022,"1,045",46.9,"239,149,370",67.0,"281,173,184","3,281,196",0,"1,864,998"
DON'T YOU WORRY,Don't You Worry,Black Eyed Peas,6/16/2022,"1,044",46.9,"302,939,117",62.0,"236,850,911","1,744,818",0,"4,456,945"
MIDDLE OF THE NIGHT,MIDDLE OF THE NIGHT,Elley Duhï¿,1/10/2020,"1,054",46.8,"1,104,008,150",72.0,"431,904,675","4,882,117",0,"10,511,473"
Volando (Remix),Volando (Remix),Mora,7/8/2021,"1,052",46.8,"701,919,939",68.0,"560,364,244","2,647,485",1,"1,404,755"
Moth To A Flame (with The Weeknd),The Highlights (Deluxe),Swedish House Mafia,2/5/2021,"1,056",46.8,"861,100,951",74.0,"95,899,960","848,696",0,"5,566,537"
Solteiro Forï¿½ï¿½ado - (Boiadeira Internacio,Solteiro Forï¿½ï¿½ado (Boiadeira Internacio,Ana Castela,7/7/2023,"1,051",46.8,"210,195,998",65.0,"291,263,121","1,409,361",0,"137,611"
"Naina (From ""Crew"")","Naina (From ""Crew"") - Single",Diljit Dosanjh,3/5/2024,"1,049",46.8,"65,661,355",76.0,"89,220,257","546,476",0,"127,403"
"Naa Ready (From ""Leo"")","Naa Ready (From ""Leo"")",Anirudh Ravichander,6/22/2023,"1,058",46.7,"142,430,643",64.0,"347,065,741","4,171,813",0,"101,174"
Dï¿½ï¿½jala Que Vuelva (feat. Manuel Tur,Dï¿½ï¿½jala Que Vuelva (feat. Manuel Tur,Piso 21,10/20/2017,"1,061",46.6,"871,780,891",68.0,"2,169,311,851","4,669,074",0,"1,867,651"
Feel the POP,You had me at HELLO,ZEROBASEONE,5/13/2024,"1,060",46.6,"8,699,917",58.0,"31,498,812","685,645",0,"11,352"
Diamonds,Unapologetic (Edited Version),Rihanna,1/1/2012,"1,063",46.5,"1,419,912,461",70.0,"2,336,257,288","11,532,780",0,"11,373,333"
Fuera del mercado,@dannocean,Danny Ocean,2/17/2022,"1,064",46.5,"535,013,440",71.0,"162,236,183","1,010,851",1,"1,371,874"
El Cielo,El Cielo - Single,Sky Rompiendo,6/2/2023,"1,068",46.4,"354,097,795",74.0,"89,166,241","599,270",1,"542,456"
Me Fui de Vacaciones,Un Verano Sin Ti,Bad Bunny,5/6/2022,"1,067",46.4,"366,872,354",68.0,"146,768,761","1,402,279",0,"768,036"
Talk (feat. Disclosure),Talk,Khalid,2/7/2019,"1,065",46.4,"968,194,426",64.0,"468,753,245","3,701,432",0,"5,865,620"
Reloj,Reloj,Rauw Alejandro,10/22/2020,"1,072",46.2,"579,749,218",65.0,"645,701,697","3,354,975",1,"1,542,421"
Youï¿½ï¿½ï¿½re Mines Still (feat. ,Youï¿½ï¿½ï¿½re Mines Still (feat. ,Yung Bleu,10/15/2020,"1,075",46.1,"233,139,871",63.0,"425,539,008","2,824,144",1,"523,078"
BADGYAL,SAKURA,SAIKO,4/26/2024,"1,076",46.1,"56,282,981",80.0,"13,102,384","110,873",1,"279,219"
Sorry 4 The Wait,Sorry 4 The Wait,Lil Wayne,1/14/2022,"1,079",46.0,"24,285,898",54.0,"9,750,600","41,196",1,"211,234"
DILUVIO,PLAYA SATURNO,Rauw Alejandro,7/7/2023,"1,078",46.0,"310,562,790",79.0,"113,130,284","482,647",1,"841,414"
ZEZE (feat. Travis Scott & Offset),ZEZE (feat. Travis Scott & Offset),Kodak Black,10/12/2018,"1,080",46.0,"1,070,685,587",71.0,"494,548,432","4,682,485",1,"4,235,259"
"Kesariya (From ""Brahmastra"")","Kesariya (From ""Brahmastra"") - Single",Pritam,7/17/2022,"1,084",46.0,"516,740,949",67.0,"548,697,509","6,082,861",0,"372,802"
Bartolito,20 GRANDES ï¿½ï¿½X,Duo Tiempo de Sol,10/5/2015,"1,082",46.0,"70,061,366",62.0,"3,257,763,799","9,018,759",0,"73,794"
Peaches,The Super Mario Bros. Movie (Original Motion Picture Soundtrack),Jack Black,4/7/2023,"1,077",46.0,"144,252,786",64.0,"68,229,038","1,462,629",0,"292,159"
Lavender Haze,Midnights,Taylor Swift,10/21/2022,"1,090",45.9,"711,138,043",73.0,"26,695,871","411,132",1,"900,372"
KU LO SA - A COLORS SHOW,KU LO SA - A COLORS SHOW,Oxlade,6/10/2022,"1,089",45.9,"331,419,634",68.0,"90,820,063","924,838",0,"4,816,359"
Toca o Trompete,Cadï¿½ï¿½ o After? P,Felipe Amorim,7/21/2023,"1,087",45.9,"166,784,328",66.0,"196,927,226","943,630",1,"173,558"
Nobody Gets Me,SOS,SZA,12/9/2022,"1,091",45.9,"561,645,790",82.0,"79,127,644","867,545",1,"1,208,187"
Glock In My Lap,SAVAGE MODE II,21 Savage,10/2/2020,"1,088",45.9,"614,603,953",78.0,"164,711,656","1,799,801",1,"2,194,666"
overseas,overseas,Ken Carson,4/12/2024,"1,095",45.8,"35,980,441",79.0,"1,080,994","55,353",1,"82,029"
CORAZï¿½ï¿½N VA,CORAZï¿½ï¿½N VA,Maria Becerra,6/22/2023,"1,094",45.8,"251,442,618",71.0,"209,201,810","958,198",0,"209,753"
PUNTO G,Punto G,Quevedo,11/4/2022,"1,096",45.8,"600,073,400",71.0,"171,936,153","975,795",0,"529,802"
"Muqabla (From ""Street Dancer 3D"")","Muqabla (From ""Street Dancer 3D"")",Yash Narvekar,12/21/2019,"1,093",45.8,"102,668,822",58.0,"1,111,498,706","6,693,422",0,"104,058"
Ditto,Ditto,NewJeans,12/19/2022,"1,098",45.7,"614,497,357",74.0,"202,069,442","2,934,641",0,"714,871"
Bubble Gum,How Sweet,NewJeans,5/24/2024,"1,101",45.6,"20,630,900",76.0,"14,185,984","119,016",0,"33,194"
PRINCESITA DE ...,ýýNFASIS,Jere Klein,12/1/2023,"1,103",45.5,"106,290,197",70.0,"139,655,492","229,044",1,"195,908"
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,10/5/2021,"1,104",45.4,"912,709,169",67.0,"410,395,727","3,097,097",1,"1,218,835"
BABY HELLO,BABY HELLO - Single,Rauw Alejandro,6/23/2023,"1,105",45.3,"268,383,799",68.0,"69,047,745","591,951",1,"933,823"
ONE CALL,ONE CALL,Rich Amiri,11/3/2023,"1,106",45.2,"271,566,931",80.0,"24,725,245","376,377",1,"817,705"
Pehle Bhi Main,ANIMAL,Vishal Mishra,11/24/2023,"1,111",45.2,"235,472,222",77.0,"134,079,122","998,592",0,"300,188"
2/Catorce,2/Catorce,Rauw Alejandro,2/14/2021,"1,107",45.2,"534,981,600",64.0,"607,206,864","3,535,828",1,"1,847,960"
Rush,Rush,Troye Sivan,7/13/2023,"1,109",45.2,"299,291,405",28.0,"59,684,881","1,156,874",1,"1,347,624"
Physical,Physical,Dua Lipa,1/30/2020,"1,115",45.1,"967,029,446",71.0,"570,687,048","4,489,378",0,"5,988,911"
Pumped Up Kicks,Pumped up Kicks,Foster The People,1/1/2010,"1,113",45.1,"1,791,778,314",81.0,"599,930,123","5,713,061",0,"16,415,660"
Yes Indeed,Yes Indeed,Lil Baby,5/15/2018,"1,112",45.1,"1,110,994,645",74.0,"143,629,586","1,388,832",1,"3,561,319"
Open Arms (feat. Travis Scott),SOS,SZA,12/8/2022,"1,114",45.1,"418,181,065",76.0,"87,097,570","675,742",0,"1,272,704"
edamame (feat. Rich Brian),edamame,bbno$,7/24/2021,"1,117",45.0,"460,770,585",9.0,"129,095,680","2,000,723",1,"5,556,466"
Turn Down for What,Turn Down for What,DJ Snake,12/18/2013,"1,116",45.0,"547,207,250",65.0,"1,350,062,601","11,897,425",0,"14,799,660"
Calling (feat. A Boogie wit da Hoodie) [Spider-Man: Across the Spider-Verse],METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,6/2/2023,"1,120",44.9,"234,350,961",69.0,"60,645,740","770,219",0,"1,068,077"
Smokin Out The Window,Smokin Out The Window,Bruno Mars,11/5/2021,"1,121",44.9,"463,977,298",66.0,"219,573,887","2,918,828",0,"1,849,092"
Goin' Off,Goin' Off,Karan Aujla,5/9/2024,"1,118",44.9,"13,606,839",70.0,"32,342,705","498,580",0,"33,780"
Close To You,Close To You,Gracie Abrams,6/7/2024,"1,119",44.9,"13,700,065",74.0,"466,102","38,791",0,"69,456"
From The D To The A (feat. Lil Yachty),From The D To The A (feat. Lil Yachty),Tee Grizzley,3/17/2017,"1,122",44.8,"364,325,529",64.0,"29,708,407","206,341",1,"891,593"
Me Rehï¿½ï,Los Nï¿½ï¿½meros 1 De Los 40 (Music Inspires L,Danny Ocean,11/3/2017,"1,126",44.8,"1,778,934,858",74.0,"1,915,123,572","6,102,709",0,"6,246,243"
Nonsense,emails i can't send,Sabrina Carpenter,7/15/2022,"1,129",44.8,"817,286,460",83.0,"156,580,179","1,685,462",0,"1,180,048"
Run It Up (feat. Offset & Moneybagg Yo),Destined 2 Win,Lil Tjay,4/2/2021,"1,127",44.8,"392,745,531",67.0,"96,203,913","1,246,093",1,"1,432,080"
Lose You To Love Me,Lose You To Love Me,Selena Gomez,10/23/2019,"1,123",44.8,"1,222,228,366",72.0,"569,150,755","10,176,233",0,"3,669,533"
Worth It,Worth It,YK Osiris,2/8/2019,"1,125",44.8,"340,112,388",60.0,"283,340,446","3,313,053",0,"1,660,493"
Fight The Feeling,Fight The Feeling,Rod Wave,3/31/2023,"1,128",44.8,"86,327,319",51.0,"65,828,097","457,580",1,"567,245"
Axel F,Best of Crazy Hits,Crazy Frog,12/11/2009,"1,134",44.7,"178,536,020",30.0,"5,049,428,366","20,305,999",0,"2,967,336"
Robbery,Robbery,Juice WRLD,2/13/2019,"1,131",44.7,"1,306,374,052",73.0,"606,402,216","5,432,558",1,"1,815,403"
Bebe Dame,Bebe Dame - Single,Fuerza Regida,12/16/2022,"1,132",44.7,"562,099,076",70.0,"11,080,081","68,671",0,"2,289,240"
Green Green Grass,george ezra songs to play when the sun's out,George Ezra,3/22/2022,"1,133",44.7,"300,430,813",69.0,"103,550,086","844,925",0,"2,071,865"
Zihaal e Miskin,Zihaal e Miskin,Javed-Mohsin,5/25/2023,"1,135",44.7,"110,644,306",65.0,"367,432,386","4,091,411",0,"184,497"
Fiel,Los Legendarios 001,Los Legendarios,2/4/2021,"1,130",44.7,"642,558,596",64.0,"357,508,658","2,089,382",0,"2,242,149"
Neverita,Un Verano Sin Ti,Bad Bunny,5/6/2022,"1,139",44.6,"831,868,563",73.0,"181,498,962","1,237,772",0,"1,247,731"
Infinity,Feel Something,Jaymes Young,6/23/2017,"1,138",44.6,"1,059,940,209",74.0,"569,314,714","6,558,074",0,"8,764,483"
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Highlights (Deluxe),The Weeknd,2/5/2021,"1,142",44.5,"812,954,133",81.0,"66,369,681","851,906",1,"6,377,668"
adore u,adore u,Fred again..,8/11/2023,"1,141",44.5,"129,427,492",71.0,"10,933,079","80,021",0,"663,446"
Numb Little Bug,Numb Little Bug,Em Beihold,1/28/2022,"1,143",44.5,"360,584,207",66.0,"41,254,765","1,015,183",0,"2,132,903"
Loco Contigo (feat. J. Balvin & Tyga),"Loco Contigo (with J. Balvin, feat. Tyga)",DJ Snake,6/13/2019,"1,144",44.4,"822,696,809",68.0,"587,804,570","5,432,716",0,"6,782,620"
Faz um Vuk Vuk (Teto Espelhado),Faz um Vuk Vuk (Teto Espelhado),MC Kevin o Chris,7/20/2023,"1,145",44.4,"222,879,686",68.0,"183,254,308","938,331",1,"130,095"
Suicidal,Melly vs. Melvin,YNW Melly,11/22/2019,"1,146",44.4,"572,441,305",67.0,"317,626,075","4,533,617",1,"2,287,665"
"Photo (From ""Luka Chuppi"")","Photo (From ""Luka Chuppi"")",Karan Sehmbi,2/12/2019,"1,149",44.3,"72,849,488",54.0,"329,389,939","2,348,757",0,"215,757"
Sky,Whole Lotta Red,Playboi Carti,12/25/2020,"1,147",44.3,"710,319,373",74.0,"183,959,519","2,671,075",1,"1,537,393"
Payphone,Overexposed Track By Track,Maroon 5,1/1/2012,"1,153",44.2,"1,828,026,153",78.0,"1,051,247,406","7,080,472",1,"11,327,684"
Brickell,MANIFESTING 20-05,Feid,4/10/2024,"1,150",44.2,"59,546,208",79.0,"26,823,878","171,145",1,"259,017"
I Like Me Better,I Like Me Better,Lauv,5/19/2017,"1,152",44.2,"1,784,308,411",75.0,"837,720,618","7,077,307",0,"7,684,583"
RUNAWAY,RUNAWAY,OneRepublic,5/26/2023,"1,154",44.2,"127,466,467",67.0,"13,668,402","152,488",0,"1,350,255"
Que Se Cuide,Que Se Cuide,Luis R Conriquez,5/3/2024,"1,151",44.2,"36,145,614",77.0,"26,390,813","239,853",0,"178,962"
On My Love,On My Love (Sped Up),Zara Larsson,9/12/2023,"1,159",44.1,"128,024,416",7.0,"14,394,570","139,320",0,"934,544"
Mujeriego,Mujeriego - Single,Ryan Castro,12/17/2021,"1,158",44.1,"285,723,562",63.0,"316,060,497","3,601,489",0,"3,132,192"
Miss The Rage (feat. Playboi Carti),Miss The Rage,Trippie Redd,5/7/2021,"1,160",44.1,"535,695,469",6.0,"171,889,127","3,367,746",1,"1,525,672"
TUTA GOLD,TUTA GOLD,Mahmood,2/7/2024,"1,157",44.1,"95,029,509",65.0,"73,263,450","405,639",0,"279,900"
My Boy Only Breaks His Favorite Toys,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,"1,161",44.0,"161,916,445",83.0,"13,509,432","180,327",0,"47,529"
Dandini Dandini Dastana,"Hey Dostum, ï¿½ï¿",Derya Yildirim,2/10/2023,"1,165",44.0,"12,750",9.0,"520,926,927","1,601,560",0,186
Legends,Legends,Juice WRLD,6/22/2018,"1,166",44.0,"681,282,854",63.0,"186,468,599","1,849,004",1,"1,025,107"
Black Beatles,SremmLife 2 (Deluxe),Rae Sremmurd,8/12/2016,"1,164",44.0,"972,005,229",69.0,"1,178,473,071","9,750,786",1,"12,673,047"
Girls Want Girls (with Lil Baby),Certified Lover Boy,Drake,9/3/2021,"1,168",43.9,"459,480,135",68.0,"94,845,922","710,635",1,"1,506,723"
SLOW DANCING IN THE DARK,SLOW DANCING IN THE DARK,Joji,9/12/2018,"1,167",43.9,"1,291,244,134",29.0,"576,756,813","6,989,481",1,"1,785,813"
Addicted,Addicted (feat. Ink) - Single,Zerb,3/29/2024,"1,170",43.9,"63,142,772",79.0,"320,436","6,638",1,"512,040"
Besos Moja2,Besos Moja2,Wisin & Yandel,9/29/2022,"1,176",43.8,"416,361,102",69.0,"251,373,932","911,711",0,"739,386"
Wake Up in the Sky,Wake Up in the Sky,Gucci Mane,9/14/2018,"1,173",43.8,"996,942,947",71.0,"614,755,305","5,707,814",1,"6,648,622"
Chanel,Chanel,Becky G,3/30/2023,"1,175",43.8,"287,853,890",65.0,"267,142,398","1,552,179",0,"546,765"
Otro Trago,Sueï¿½ï,Sech,4/18/2019,"1,172",43.8,"693,061,510",63.0,"1,315,371,330","9,042,596",1,"3,179,632"
Back In Blood (feat. Lil Durk),Back In Blood (feat. Lil Durk),Pooh Shiesty,11/6/2020,"1,180",43.7,"378,239,461",62.0,"477,876,565","3,072,709",1,"1,280,704"
Jugaste y Sufrï¿,Corta Venas,Eslabon Armado,12/18/2020,"1,182",43.7,"492,509,763",70.0,"420,395,103","3,706,590",0,"2,849,462"
Una Foto Remix (feat. Emilia),Una Foto Remix (feat. Emilia),Mesita,1/5/2024,"1,181",43.7,"206,001,461",78.0,"45,907,269","307,741",0,"394,118"
Religiously,Religiously,Bailey Zimmerman,3/17/2023,"1,178",43.7,"225,556,005",73.0,"23,904,394","111,346",0,"594,487"
What Happened To Virgil (feat. Gunna),7220,Lil Durk,3/11/2022,"1,179",43.7,"144,889,291",59.0,"98,375,891","844,144",1,"1,047,166"
Hello,Hello,Adele,10/23/2015,"1,186",43.6,"1,550,553,401",68.0,"347,935,820","3,794,833",0,"11,659,524"
HAY LUPITA,HAY LUPITA - Single,Lomiiel,3/28/2024,"1,187",43.6,"22,692,011",71.0,"51,510,163","439,315",0,"516,845"
Gatita,Gatita,Bellakath,10/5/2022,"1,184",43.6,"218,661,601",57.0,"173,995,566","1,354,818",0,"873,692"
World on Fire,NATE SMITH (DELUXE),Nate Smith,4/28/2023,"1,183",43.6,"100,360,956",69.0,"12,196,961","98,714",0,"415,236"
Love You Anyway,Love You Anyway,Luke Combs,2/10/2023,"1,185",43.6,"164,507,374",67.0,"47,201,934","291,689",0,"624,045"
MOJABI GHOST,DATA,Tainy,6/29/2023,"1,188",43.5,"368,429,447",75.0,"74,049,864","676,666",1,"715,485"
N95,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/2022,"1,194",43.4,"426,936,498",74.0,"124,386,115","2,134,071",1,"1,452,569"
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],HEROES & VILLAINS,Metro Boomin,12/2/2022,"1,191",43.4,"325,654,069",71.0,"21,886,334","217,873",1,"660,445"
Gucci Gang,Gucci Gang,Lil Pump,8/31/2017,"1,189",43.4,"648,757,330",55.0,"1,402,505,864","15,657,910",1,"2,724,063"
La Bebe,LPM,Yng Lvcas,12/24/2021,"1,198",43.3,"255,707,376",64.0,"132,383,657","926,647",1,"1,296,219"
Bye,Bye,Peso Pluma,5/26/2023,"1,196",43.3,"252,239,644",65.0,"157,154,307","1,031,138",1,"415,733"
L$d,Deaf 2 Society,Luclover,4/22/2022,"1,199",43.3,"34,621,941",36.0,"4,019,929","89,953",1,"539,017"
Wolves,Wolves,Selena Gomez,10/25/2017,"1,200",43.3,"1,358,424,406",71.0,"930,929,767","8,736,302",0,"7,290,982"
Scars To Your Beautiful,Know-It-All,Alessia Cara,11/13/2015,"1,201",43.2,"1,422,563,654",71.0,"710,718,042","9,930,759",0,"113,684"
FRI(END)S,FRI(END)S,V,3/15/2024,"1,203",43.2,"196,612,187",85.0,"38,102,046","2,794,580",0,"226,475"
Surface Pressure,Encanto (Original Motion Picture Soundtrack),Jessica Darrow,11/19/2021,"1,204",43.2,"318,018,082",65.0,"580,242,930","3,471,774",0,"466,130"
Volver Al Futuro,Volver Al Futuro,Oscar Maydon,5/30/2024,"1,202",43.2,"25,593,926",78.0,"7,493,616","162,691",0,"33,433"
Praise God,Donda,Kanye West,8/29/2021,"1,208",43.1,"451,323,154",67.0,"75,632,640","1,192,980",0,"3,075,257"
Friesenjung,Friesenjung,Ski Aggu,5/25/2023,"1,205",43.1,"150,508,549",70.0,"31,956,891","485,999",1,"703,536"
El Azul,El Azul - Single,Junior H,2/10/2023,"1,206",43.1,"684,103,586",76.0,"125,144,381","583,066",0,"764,296"
EARFQUAKE,IGOR,"Tyler, The Creator",5/17/2019,"1,207",43.1,"962,546,385",76.0,"262,134,097","4,025,958",1,"1,242,490"
Ya Supï¿½ï¿½rame (En V,Ya Supï¿½ï¿½rame (En Vivo) - Si,Grupo Firme,8/13/2021,"1,210",43.0,"347,218,974",57.0,"662,346,628","2,983,631",0,"1,337,426"
if u think i'm pretty,if u think i'm pretty,Artemas,10/24/2023,"1,212",43.0,"219,995,278",78.0,"25,556,375","392,029",1,"757,462"
Fin de Semana,Fin de Semana,Oscar Maydon,1/13/2023,"1,211",43.0,"568,846,143",76.0,"209,204,080","876,672",0,"896,673"
My Oh My (feat. DaBaby),Romance,Camila Cabello,12/6/2019,"1,218",42.9,"703,865,912",68.0,"344,504,691","5,473,016",0,"3,703,911"
Forever After All,What You See Ain't Always What You Get (Deluxe Edition),Luke Combs,10/23/2020,"1,217",42.9,"472,886,929",70.0,"247,466,941","1,347,724",0,"1,332,172"
123 Song,123 Song,D Billions,10/23/2019,"1,214",42.9,"628,692",23.0,"1,754,170,433","3,004,414",0,"9,438"
Hello (feat. A Boogie Wit da Hoodie),Shoot For The Stars Aim For The Moon (Deluxe),Pop Smoke,7/20/2020,"1,213",42.9,"578,061,816",67.0,"261,251,373","2,123,833",1,"2,481,910"
Numb,Numb,Marshmello,6/10/2022,"1,219",42.9,"401,066,217",69.0,"54,641,192","657,641",0,"2,292,241"
Ojapiano,Ojapiano - Single,KCee,6/3/2023,"1,222",42.8,"27,444,985",56.0,"30,407,112","269,687",0,"1,476,897"
Area Codes,Area Codes,Kaliii,3/17/2023,"1,220",42.8,"228,240,866",68.0,"71,928,705","887,392",1,"1,338,659"
Medallo,Hecho En Medellï¿½,Blessd,10/27/2021,"1,224",42.8,"452,087,681",65.0,"509,694,751","2,049,523",1,"1,414,880"
Riptide,Ministry Of Sound Presents Chillout Sessions XVI,Vance Joy,1/1/2013,"1,223",42.8,"2,541,833,602",80.0,"533,440,453","4,627,060",0,"16,496,792"
Ch y la Pizza,Ch y la Pizza,Fuerza Regida,12/1/2022,"1,230",42.7,"511,421,362",75.0,"265,678,775","844,731",1,"739,587"
In Ha Mood,In Ha Mood,Ice Spice,1/6/2023,"1,234",42.7,"190,126,590",63.0,"71,742,798","984,809",1,"1,093,911"
POR QUï¿½ï¿½ SE,POR QUï¿½ï¿½ SE,Grupo Frontera,5/9/2024,"1,225",42.7,"29,906,024",76.0,"17,263,028","241,869",0,"151,296"
ALL MINE,WASTELAND,Brent Faiyaz,7/8/2022,"1,232",42.7,"315,014,005",71.0,"77,564,375","661,614",1,"1,112,722"
Let Me Know (I Wonder Why Freestyle),Sucker,Juice WRLD,7/1/2019,"1,231",42.7,"503,584,339",72.0,"125,086,953","1,299,743",1,"1,953,038"
The Night We Met,The Night We Met,Lord Huron,2/9/2015,"1,226",42.7,"2,097,181,065",84.0,"807,672,690","8,866,507",0,"8,832,956"
Playa Del Inglï¿½,Playa Del Inglï¿½ï¿½s - Si,Quevedo,12/15/2022,"1,227",42.7,"347,558,532",67.0,"151,166,424","705,558",0,"687,719"
BOO!SHUT,BOO!SHUT,PIGGS,3/24/2023,"1,233",42.7,"29,649",3.0,"463,192,119","1,356,721",0,"1,847"
HOLA PERDIDA REMIX,HOLA PERDIDA REMIX,Luck Ra,5/31/2024,"1,228",42.7,"8,981,282",70.0,"10,058,975","233,142",0,"17,326"
Talk,Talk,Yeat,9/2/2022,"1,229",42.7,"242,057,987",67.0,"39,581,789","457,747",1,"999,699"
For Life (feat. Zak Abel & Nile Rodgers),For Life (feat. Zak Abel & Nile Rodgers),Kygo,4/19/2024,"1,240",42.6,"36,844,307",76.0,"314,701","7,535",0,"226,744"
Kya Loge Tum,Kya Loge Tum,B Praak,5/15/2023,"1,238",42.6,"89,701,636",57.0,"375,460,772","3,277,504",0,"104,287"
California Breeze,It's Only Me,Lil Baby,10/14/2022,"1,237",42.6,"116,994,951",61.0,"152,685,892","733,891",1,"671,214"
Nonstop,Scorpion,Drake,6/29/2018,"1,239",42.6,"1,118,459,427",71.0,"409,939,539","3,134,200",1,"4,021,390"
LOVE DIVE,LOVE DIVE,IVE,4/5/2022,"1,243",42.5,"397,988,770",69.0,"583,304,882","4,759,365",0,"468,601"
Go Stupid,Go Stupid,Polo G,2/14/2020,"1,241",42.5,"416,388,749",69.0,"122,253,253","1,631,776",1,"1,046,790"
POPSTAR (feat. Drake),POPSTAR (feat. Drake),DJ Khaled,7/17/2020,"1,247",42.4,"712,664,065",63.0,"384,597,914","4,775,085",1,"3,773,076"
Lovesick Girls,THE ALBUM,BLACKPINK,10/2/2020,"1,248",42.4,"561,712,007",65.0,"959,285,337","16,946,156",0,"977,988"
Solo (feat. Demi Lovato),Solo (feat. Demi Lovato),Clean Bandit,5/17/2018,"1,246",42.4,"1,042,065,058",64.0,"90,354,845","1,452,644",0,"14,928,007"
Una Vida Pasada,Una Vida Pasada,Camilo,4/2/2024,"1,249",42.4,"50,955,386",81.0,"40,003,695","294,012",0,"217,303"
places to be,places to be,Fred again..,5/31/2024,"1,250",42.4,"11,581,454",73.0,"443,994","16,154",1,"48,101"
Corazï¿½,Corazï¿½,Maluma,11/3/2017,"1,251",42.3,"598,040,653",64.0,"1,871,767,126","7,019,685",0,"3,689,896"
Elvira,Elvira,Oscar Maydon,12/20/2023,"1,255",42.3,"183,146,334",81.0,"97,178,744","465,269",1,"382,419"
Fantasias,Fantasias,Rauw Alejandro,8/29/2019,"1,253",42.3,"663,578,551",67.0,"1,120,507,756","4,714,790",0,"1,795,507"
Am,AM,Nio Garcia,1/28/2021,"1,257",42.2,"361,357,607",57.0,"668,095,711","3,934,415",1,"767,913"
Te Lo Agradezco,Te Lo Agradezco,Kany Garcï¿½,7/27/2023,"1,258",42.2,"169,162,533",73.0,"210,403,837","848,450",0,"623,417"
PLEBADA,PLEBADA,El Alfa,6/8/2023,"1,260",42.2,"148,677,837",65.0,"254,704,259","1,938,875",0,"405,352"
Marea (Weï¿½ï¿½ï¿½ve Lost Da,Marea (Weï¿½ï¿½ï¿½ve Lost Da,Fred again..,2/22/2021,"1,259",42.2,"336,943,720",71.0,"31,888,669","286,044",0,"5,947,514"
Fall In Love,Fall In Love,Bailey Zimmerman,2/11/2022,"1,262",42.2,"262,185,115",71.0,"121,592,933","606,455",0,"1,389,636"
